Judul Berita,Label
"
Ini Sosok Penemu Tas Berisi Rp 24 Juta di Stasiun KA Bandara Medan
",Netral
"
Unjuk Gigi di Maroko, Industri Mesin Pertanian RI Bidik Pasar Afrika
",Positif
"
BI Catat Geliat Usaha RI Makin Kuat, Sektor Ini Jadi Andalan
",Positif
"
Kemnaker Harap Banyak Peserta SSW Bekerja di Jepang
",Positif
"
Heboh Beli Sepatu Rp 10 Juta Kena Pajak Rp 31 Juta, DHL Buka Suara
",Negatif
"
United Tractors Tebar Dividen Rp 5,7 T, Cair Bulan Depan
",Positif
"
Kronologi Penemuan Tas Berisi Uang Rp 24 Juta di Stasiun KA Bandara Medan
",Netral
"
BI Sebut Ketidakpastian Pasar Keuangan Global Makin Buruk
",Negatif
"
Kemnaker Ajak Jepang Investasi Pelatihan Bahasa bagi Calon SSW RI
",Positif
"
Suku Bunga BI Naik Jadi 6,25%
",Negatif
"
Intip 'Kantong' Pemda di Tengah Wacana Bangun MRT Sampai Tangsel
",Netral
"
Eks PM Inggris Siap Bantu RI Kembangkan Carbon Capture Storage
",Positif
"
Tas Berisi Uang Rp 24 Juta Tertinggal di Stasiun KA Bandara Medan, KAI Buka Suara
",Netral
"
Luhut Bujuk Calon PM Singapura Kerjakan Berbagai Proyek Baru di RI
",Netral
"
Harga Emas Hari Ini Turun Lagi! Jadi Segini
",Negatif
"
KKP Promosi Potensi Investasi di Sektor Perikanan RI Lewat IABF 2024
",Positif
"
Mencari Investor IKN Sampai ke Jerman
",Netral
"
Zulhas Imbau Pelaku Usaha Jangan Curang: Membunuh Bisnis Sendiri
",Negatif
"
Melihat Langsung Pembuatan Perahu Tradisional di Kalimantan
",Netral
"
Babak Belur Saat COVID-Rugi Puluhan Juta, Encih Tak Kapok Jualan Keripik Lagi
",Negatif
"
MRT Mau Diperpanjang Sampai Tangsel, Pakai Duit Siapa?
",Netral
"
Orang RI Doyan Berobat ke Singapura, Malaysia, hingga AS, Rp 180 T Hilang Deh!
",Negatif
"
Unilever Pastikan Es Krim Magnum di RI Aman Dikonsumsi
",Positif
"
China & Singapura Bakal Masuk Garap Proyek Rumput Laut RI
",Positif
"
Jokowi Ungkap Fakta Mengejutkan! 90% Bahan Baku Obat di RI Impor
",Negatif
"
Tesla Bakal PHK 6.000 Karyawan di AS
",Negatif
"
Nicholas Saputra Jadi Duta Bakti BCA
",Netral
"
RI-China Garap Kereta Cepat ke Surabaya: Luhut Bentuk Tim, Prabowo Melanjutkan
",Netral
"
Mengintip Pabrik Baterai Litium di China
",Netral
"
Volkswagen Janji Bangun Fasilitas Mobil Listrik di Indonesia
",Positif
"
Jokowi: 1 Juta Warga Berobat di LN, Indonesia Kehilangan Rp 180 T
",Negatif
"
Zulhas Ungkap Biang Kerok Harga Bawang Merah Tembus Rp 80.000/Kg
",Negatif
"
Jokowi Ogah RI Seperti Amerika Latin, Sampai Sekarang Negara Berkembang
",Negatif
"
52% Alkes Impor, Jokowi Minta Jarum Suntik-Selang Infus Produksi Sendiri
",Negatif
"
Penyelundupan 148.455 Benih Lobster ke Singapura Digagalkan, Nilainya Rp 14 M
",Negatif
"
Jokowi Ungkap 1 Juta Orang RI Berobat ke Luar Negeri, Rp 180 T Hilang!
",Negatif
"
Rapat Iuran Pariwisata di Kantor Luhut Ditunda
",Netral
"
Menteri PUPR Pindah ke IKN Juli Bareng Menhub & Menkes
",Netral
"
Jokowi: Periode Krusial RI Jadi Negara Maju 15-20 Tahun ke Depan
",Netral
"
Bos AirAsia Tony Fernandes Batal Pensiun!
",Positif
"
Zulhas Sebut Revisi Aturan Impor-Barang Bawaan dari Luar Negeri Kelar Pekan Ini
",Netral
"
Penuhi Pasokan Gula, Pabrik Milik BUMN Siap Genjot Produksi
",Positif
"
Pasar Tanah Abang Buka Lagi Usai Ditutup Sementara, Begini Suasananya
",Netral
"
Dolar AS Melemah Lawan Rupiah Hari Ini
",Negatif
"
IHSG Pagi Ini Dibuka Hijau di Level 7.111
",Netral
"
Jurus Kementan Kendalikan Harga Bawang Merah Setelah Lebaran
",Netral
"
Rekonstruksi Kantor-Rusun Pasca Gempa Sulbar Telan Rp 1,31 Triliun
",Negatif
"
Badan Pangan Bahas HET Gabah dan Beras, Harga Bakal Naik?
",Netral
"
Eksistensi 'Manusia Sampan' di Sunda Kelapa, Sulit Dapat Pelanggan-Hidup Miskin
",Negatif
"
Ekonom Prediksi BI Tahan Suku Bunga 6%
",Netral
"
Dolar AS Betah di Rp 16.200, Bisakah Balik ke Rp 6.500 Seperti Era Habibie?
",Negatif
"
Harga Emas Masih Tinggi Bikin Masyarakat Ramai-ramai Jual Emas
",Negatif
"
Kabar Duka, Bos Mustika Ratu Mooryati Soedibyo Meninggal Dunia
",Negatif
"
Potret 'Manusia Sampan' yang Tersisa di Sunda Kelapa
",Netral
"
Usai Putusan MK, Jokowi Bicara Politisasi Bansos hingga Transisi ke Prabowo
",Netral
"
Curhatan Sri Mulyani soal Bunga Pinjaman Bank Dunia Terlalu Mahal
",Negatif
"
OJK Minta Emak-Emak Jangan Jadikan Anak Investasi buat Hari Tua
",Negatif
"
Siti Julaeha Iseng-iseng Jualan Kue Basah, Omzetnya Rp 1 Juta per Hari
",Positif
"
Lindungi Konsumen, Pemkab Sukabumi Tera Ulang Timbangan Pedagang
",Netral
"
Biang Kerok RI Kehilangan Rp 180 Triliun
",Negatif
"
Perjalanan Kereta Cepat Terlambat Gegara Hujan Lebat, KCIC Minta Maaf
",Negatif
"
Dirut bjb Ingatkan Pentingnya Inovasi untuk Bank Pembangunan Daerah
",Netral
"
Momen Sri Mulyani Bertemu Mantan Bos di Jakarta
",Netral
"
Bos Bulog Buka-bukaan Soal Piutang Pemerintah Rp 16 T
",Negatif
"
Dirut Bulog Jelaskan Kendala Proses Penyerapan Beras
",Netral
"
Keluhan Warga Jepang Imbas Melemahnya Yen
",Negatif
"
Kata AHY soal Nasib Jakarta Setelah Nanti Tak Jadi Ibu Kota
",Netral
"
Duit Rp 9 Miliar Tunai Dibawa-bawa Naik Kapal
",Negatif
"
Luhut Sebut China Mau Tanam Padi di Kalteng, Bulog Siap Beli!
",Positif
"
Menaker Puji Perjanjian Kerja Bersama Manajemen & Serikat Pekerja Freeport
",Positif
"
Listrik di Pulau Tagulandang Kembali Normal Pascaerupsi Gunung Raung
",Netral
"
Rupiah KO Ditekuk Dolar, Bos Bulog Sebut Biaya Impor Beras Naik
",Negatif
"
Tesla Bakal Keluarkan Rp 5,6 T buat Ongkos PHK!
",Negatif
"
Tumbuh Positif Kuartal I/2024, Kredit BTN Tembus Rp 344,2 Triliun
",Positif
"
Pemerintah Uji Coba BBM Campur Sawit B40 buat Kereta hingga Kapal
",Netral
"
Viral Kasus Sepatu, Bea Cukai Beri Tips Hindari Denda Usai Belanja dari Luar Negeri
",Netral
"
Terungkap! Butuh 6,7 Juta Ton Beras/Tahun buat Program Makan Siang Prabowo-Gibran
",Netral
"
Pegadaian Catat Laba Bersih Rp 1,4 Triliun di Q1 2024
",Positif
"
Bulog Sudah Serap 328 Ribu Ton Beras tapi Ada Masalah
",Negatif
"
Aguan Ungkap Target PIK2 Usai Proyeknya Direstui Jokowi Masuk PSN
",Positif
"
Sepanjang Hari Lesu, IHSG Ditutup di Zona Merah
",Negatif
"
5 Perbedaan Emas Putih dan Kuning, Mana yang Lebih Baik?
",Netral
"
Peruri Banjir Pesanan dari Luar Negeri, Terbaru Ada e-Paspor Sri Lanka
",Positif
"
Bos Minuman Ini Terjerat Kasus Penipuan Rp 646 Miliar
",Negatif
"
Pengusaha Maskapai Buka Suara soal Iuran Pariwisata dalam Tiket Pesawat
",Netral
"
Viral Pelecehan di Linkedin Berkedok Tawaran Kerja, Jangan Sampai Kena!
",Negatif
"
Permintaan Membeludak, Peruri Mau Bikin 'Pabrik' Paspor Sendiri
",Positif
"
Orang RI Hobi ke Luar Negeri, Paspor yang Dicetak Peruri Naik 3 Kali Lipat
",Negatif
"
Viral Loker Sekretaris Berujung Pelecehan Seksual, Pelaku Dibebastugaskan!
",Negatif
"
Kartini Masa Kini di Industri Pertambangan
",Netral
"
Bukan Formalitas, ASN yang Pindah ke IKN Bakal Diseleksi Ketat
",Netral
"
Waduh, Ladang Sawah di Padang Menyusut
",Negatif
"
Menhub Tawarkan Proyek TOD MRT Jakarta ke Jepang, Ini Daftarnya
",Netral
"
Pengusaha Buka-bukaan Biang Kerok Stok Gula Langka di Ritel Modern
",Negatif
"
Zulhas Sebut Harga Bawang Merah Turun Seminggu Lagi!
",Positif
"
Orang Ini Jual Saham Rp 1 Triliun buat Beli Kapal Pesiar
",Negatif
"
Jokowi Tunjuk Bahlil Jadi Ketua Satgas Swasembada Gula dan Bioetanol di Merauke
",Netral
"
Dana Pensiun Bukit Asam Targetkan 4 Langkah Penyehatan di 2024
",Netral
"
BI Naikkan Suku Bunga Jadi 6,25%, Airlangga: Rupiah Bakal Menguat
",Positif
"
Gokil! Laba BRI Tembus Rp 15,98 T, Asetnya Nyaris Rp 2.000 Triliun
",Positif
"
Berkat Blok Jabung Laba Emiten Migas RAJA Naik 41%
",Positif
"
RI Integrasikan Layanan di Satu Aplikasi Super, Data Warga Bakal Tetap Aman?
",Negatif
"
SheHacks 2024 untuk Pemberdayaan Perempuan
",Positif
"
Jokowi Bentuk Tim Kebut Keanggotaan RI di OECD, Airlangga Jadi Ketua
",Netral
"
BTN Rilis Internet Banking Business buat Pengusaha Muda, Ini Fiturnya
",Positif
"
Begini Langkah Kemendag Atasi Harga Bawang Merah yang Tembus Rp 80.000/Kg
",Positif
"
Jatah Subsidi Pupuk Sempat Turun 50%, Mentan Ungkap Biang Keroknya
",Negatif
"
Aplikasi Super Canggih Siap Diluncurkan, Urus KTP hingga Paspor Makin Sat-set
",Positif
"
Wisma Atlet Kemayoran Direnovasi, PUPR Sebut Masih Proses Lelang Kontraktor
",Netral
"
Jawaban Zulhas soal Peluang Jadi Menteri Kabinet Prabowo-Gibran
",Netral
"
Kemenkeu Lelang Rubicon Mario Dandy Mulai Rp 809 Juta, Minat?
",Negatif
"
Kurangi Kecelakaan Kerja, Kemnaker Luncurkan Program K3 Nasional
",Positif
"
Jokowi Minta Prabowo Bersiap Hadapi Gejolak Ekonomi Global
",Netral
"
Di Belanda, Menteri ESDM Buka-bukaan Langkah RI Pangkas Emisi
",Netral
"
Penampakan Terkini Wisma Atlet Kemayoran: Pagar Rusak-Ditumbuhi Semak Belukar
",Negatif
"
Bunga Utang Pemerintah Naik Gegara Dolar AS Ngamuk, Ini Langkah Kemenkeu
",Negatif
"
Jokowi Siapkan Program Unggulan Prabowo-Gibran Masuk APBN 2025
",Positif
"
Kejar Swasembada, Kementan Minta Polri 'Abaikan' Aturan TKDN di Pengadaan Pompa
",Negatif
"
Duh! Harga Bawang Merah Bikin Nangis
",Negatif
"
PLN IP Bakal Genjot Perdagangan Karbon, Ini Targetnya
",Positif
"
Dibangun Sejak 1994, Akhirnya PLTA Pertama di Aceh Operasi Akhir Tahun
",Positif
"
Sawit RI Dijegal Uni Eropa, Zulhas Tak Khawatir dan Singgung Program Prabowo
",Negatif
"
3 Kota di Indonesia Masuk Daftar Smart City Index 2024, Mana Saja?
",Positif
"
Saham Anjlok, Kapitalisasi Pasar Meta Menguap hingga Rp 3.240 T!
",Negatif
"
SIG Sulap 559.625 Ton Sampah Jadi Energi
",Positif
"
Zulhas Tegas Larang Impor Bawang Merah: Kalau Ada, Kita Sikat!
",Negatif
"
Tesla akan PHK 10 Persen Karyawannya di Seluruh Dunia
",Negatif
"
Kemenperin Tegaskan Impor Bahan Baku Plastik Tidak Perlu Pertimbangan Teknis
",Positif
"
Target Rampung Akhir Tahun, Ini Manfaat Bendungan Bulango Ulu di Gorontalo
",Positif
"
BI Catat Uang Beredar Capai Rp 8.888 Triliun Maret 2024
",Netral
