Judul Berita,Label
"
Avrist Assurance Raih Penghargaan Best Digital Corporate Brand
",Positif
"
Pabrik Beton Siap Pakai di Subang Resmi Beroperasi, Segini Kapasitasnya
",Netral
"
Penyandang Disabilitas Mudik Gratis dengan Kereta Api
",Netral
"
Bikin Opor Makin Hemat, Ayam di Transmart Full Day Sale Mulai dari Rp 20 Ribuan
",Positif
"
Indofarma Akui Belum Punya Duit buat Bayar Gaji Karyawan
",Negatif
"
Jasa Penukaran Uang Lebaran Marak di Pinggir Jalan
",Netral
"
Belajar Memahami Ilmu Saham untuk Kecerdasan Keuangan
",Netral
"
Bisa buat Stok Lebaran, Sirup-Kue di Transmart Full Day Sale Mulai Rp 10 Ribuan
",Positif
"
Amankan Mudik Lebaran, Bos Pertamina Cek Stok dan Kualitas Avtur di Halim
",Netral
"
Miris! Gaji dan THR Karyawan Indofarma Belum Dibayar
",Negatif
"
Biar Kece Saat Lebaran, Beli Sepatu-Sandal di Transmart Full Day Sale Diskon 70%
",Positif
"
Belanja Praktis Pakai QRIS di BRImo, Dana Bisa dari Kartu Kredit Lho
",Positif
"
Ada 'SPBU Keliling' di Tol Jakarta-Merak, Bisa Antar BBM ke Pemudik
",Positif
"
Potret Puncak Arus Mudik di Pelabuhan Bakauheni
",Netral.
"
H-6 Konsumsi BBM Pertamina Melonjak Drastis, Pertamax Turbo Naik 90%
",Negatif
"
Penjelasan Sri Mulyani dan Airlangga Soal Anggaran Perlinsos-Bansos El Nino
",Netral
"
Enak Nih Libur, Yuk ke Transmart Full Day Sale Hari Ini, Diskonnya Mantul!
",Positif
"
Gaji PNS Golongan 3a dan Lainnya, Lengkap dengan Daftar Tunjangan
",Netral
"
Gamis Shimmer Jadi Tren Lebaran Bikin Pedagang Tanah Abang Kebanjiran Cuan
",Positif
"
Bursa Kripto Wanti-wanti Perusahaan Trader Kripto Cepat Urus Izin!
",Negatif
"
Ada Sinyal Aturan Pengetatan Impor Mau Dievaluasi Kemendag
",Netral
"
Pastikan Stok Aman, Semua Kilang Pertamina Tetap Optimal Meski Libur Lebaran
",Positif
"
Kuota LPG 3 Kg Ditambah 7,36 Juta Tabung Antisipasi Kebutuhan Lebaran
",Positif
"
Enaknya Mudik Gratis Naik Kapal Pelni, Hemat Rp 6 Jutaan-Dapat Makan Gratis
",Positif
"
Ada Bus Listrik Wira-wiri di Bandara Soetta, Ini Penampakannya
",Netral
"
Hyundai dan Kia Kepincut Bikin Baterai Mobil Listrik di India, Investasi Rp 38 T
",Positif
"
Alhamdulillah! Airlangga Bawa Kabar Baik buat Ekonomi RI
",Positif
"
Merasakan Langsung Mudik Gratis Naik Kapal Pelni Jakarta-Semarang 16,5 Jam
",Netral
"
Awas THR Cuma Numpang Lewat! Ini 5 Tips Biar Duit Lebih Awet
",Negatif
"
Pelabuhan Ciwandan Sediakan Area Bermain untuk Anak Pemudik
",Netral
"
Belum Punya Dana Darurat? Ini 5 Tips Kumpulkan Uang buat Jaga-jaga
",Netral
"
Ini Perusahaan Pertama yang Gabung Jadi Anggota Bursa Kripto RI
",Positif
"
Sudah Tiba di Semarang, Pelni Turunkan 2.384 Penumpang Mudik Motor Gratis
",Netral
"
Waspada Pencurian Data Nasabah Bank dengan Modus e-SIM Swap, Apa Itu?
",Negatif
"
Investasi Asing di IKN Digeber Usai MK Umumkan Putusan Sengketa Pilpres
",Netral
"
Jasa Raharja Jamin Perawatan-Santunan Korban Kecelakaan Tol Japek KM 58
",Netral
"
Terlanjur Sampai Pelabuhan Merak tapi Belum Punya Tiket, Pemudik Harus Apa?
",Negatif
"
Boeing Bermasalah Lagi, Penutup Mesin Lepas dan Hantam Sayap Pesawat
",Negatif
"
Bahlil Bicara soal Jokowi Diminta Dihadirkan di Sidang MK: Terlalu Lebay
",Negatif
"
Direktur BRI Cek Layanan Libur Lebaran, Pastikan Berjalan Optimal
",Netral
"
Stop Lakukan 5 Kesalahan Ini Jika Mau Lepas dari Jeratan Generasi Sandwich
",Negatif
"
PLN Tambah 4 Kali Lipat Jumlah SPKLU di Tol Trans Jawa & Sumatera
",Positif
"
Arie Febriant, Pemobil yang Meludah Saat Ditegur Punya Harta Rp 2,2 Miliar
",Negatif
"
Pelabuhan Ciwandan Mulai Layani Penyeberangan Roda 4
",Netral
"
Irak Mau Pasok 10 Juta Liter BBM ke Gaza
",Positif
"
BUMN Semen Berangkatkan 880 Orang Mudik Gratis ke 4 Provinsi
",Positif
"
Bahlil Sebut RI Bisa Segera Kuasai 61% Saham Freeport, Asal...
",Positif
"
Penanganan Kecelakaan KM 58 Selesai, Tol Japek Selatan Ditutup Lagi
",Negatif
"
Sekuriti Stasiun Tawang Kembalikan Tas isi Emas 500 Gram, Ini Kronologinya
",Netral
"
Ini Lokasi Akses Alternatif ke Stasiun Kereta Cepat yang Dibuka
",Netral
"
19.700 Orang Belum Punya Tiket Feri Jadi Biang Kerok Kemacetan Menuju Merak
",Negatif
"
Harga Emas Rehat Cetak Rekor, Hari Ini Turun Rp 10.000/Gram
",Negatif
"
Bahlil Temui Jokowi di Istana Saat Cuti Bersama, Ada Apa?
",Netral
"
Menhub Cek Lokasi Kecelakaan di KM 58 Tol Jakarta-Cikampek Sore Ini
",Netral
"
Konsumsi BBM Naik saat Arus Mudik, Pertamax Paling Tinggi
",Negatif
"
Draf Perpanjangan Kontrak Vale Sudah di Meja, Bahlil: Habis Lebaran Selesai!
",Positif
"
317 Ribu Kendaraan Lewat Tol Trans Sumatera Saat Mudik, Naik 50%
",Positif
"
Suasana Pelabuhan Ciwandan H-2 Lebaran, Masih Ramai tapi Lancar
",Netral
"
Menhub Lapor ke Jokowi 28% Pemudik Lewat Merak Belum Punya Tiket
",Negatif
"
Elnusa Petrofin Salurkan 9.264 Paket Sembako di Seluruh Indonesia
",Positif
"
193 Juta Orang Pulang Kampung, Luhut: Mudik Paling Meriah Sepanjang Sejarah
",Positif
"
Imbas Kecelakaan di KM 58 Tol Japek, Jasa Marga Buka Tol Japek Selatan Gratis
",Netral
"
Menhub Bicara Kesiapan Jalur Mudik via Darat-Udara, Singgung Cipali-Merak
",Netral
"
Menhub Ungkap Penyebab Macet hingga Belasan Kilometer Menuju Pelabuhan Merak
",Negatif
"
Jokowi Buka Suara soal Kepadatan Pemudik di Pelabuhan Merak
",Netral
"
Jokowi Cek Arus Mudik: Nggak Ada Antrean Terlalu Panjang di Bandara-Stasiun
",Netral
"
Jokowi Cek Arus Mudik di Stasiun Pasar Senen Bareng Menhub, Begini Kondisinya
",Netral
"
Holding BUMN Jasa Survei Berangkatkan Ratusan Pemudik ke Semarang-Surabaya
",Netral
"
Kemendag Buka Suara soal Barang Pekerja Migran Tertahan di Gudang
",Netral
"
Panen Raya Padi di Sulsel Jelang Lebaran
",Netral
"
Yuk Mampir ke Transmart! Ada Diskon 20% Tiap Hari buat Produk Fresh
",Positif
"
Tol Japek Selatan Dibuka Gratis Selama Mudik Lebaran, Ini Syaratnya
",Netral
"
6 Kartu e-Toll dari Berbagai Bank, Jangan Lupa Isi Saldo yang Cukup!
",Netral
"
8 Contoh Deskripsi Pengalaman Kerja dan Tips Menulisnya
",Netral
"
Energi di Bulan Suci dari Pulau Besi
",Netral
"
ESDM Catat Konsumsi BBM RON 90 Naik 13,82%, Stok Aman 21 Hari
",Netral
"
Heboh Rupiah Pecahan 1.0, Ternyata Begini Faktanya!
",Negatif
"
Potret Arus Mudik Tol Trans Jawa pada H-3 Lebaran
",Netral
"
3 Fakta Indofarma Tunggak Bayar Gaji Karyawan
",Negatif
"
Literasi Keuangan untuk Wirausaha Muda di Jawa Timur
",Netral
"
Jelang Lebaran, Penjualan Bedug di Tanah Abang Meningkat
",Positif
"
Kebutuhan Melonjak, Pertamina Tambah 7,36 Juta Tabung LPG 3 Kg
",Positif
"
Pakistan Tunjuk Menteri Keuangan Baru Tapi Tidak Digaji
",Netral
"
Lebaran Tinggal Sehari, Pedagang Kulit Ketupat Panen Rezeki
",Positif
"
Pengin Beli Camilan Saat Naik Kereta Cepat? Langsung ke Sini
",Netral
"
Ratusan Warga Ikut Mudik Gratis dengan Kereta Api di Palembang
",Netral
"
1,2 Juta Kendaraan Tinggalkan Jabotabek Hingga H-2 Lebaran
",Netral
"
Ini Jadwal Operasional Terakhir KRL di Malam Takbiran
",Netral
"
Sebanyak 416 Ribu Pemudik Tinggalkan Jakarta Naik Kereta
",Netral
"
H-1 Lebaran Harga Daging Sapi hingga Cabai Makin Mahal!
",Negatif
"
Pedagang Kembang Api Diserbu Pembeli Jelang Malam Takbiran
",Positif
"
Merasakan Masalah Keuangan Ini Saat Lebaran? Berarti Kamu Sandwich Generation
",Negatif
"
Jangan Kaget kalau Mudik Lewat Sini, Jalan Tolnya Bisa 'Nyanyi'!
",Netral
"
Begini Nih Nasib Tukang Cukur Pas Mau Lebaran
",Netral
"
5 Rest Area Instagramable di Tol Trans Jawa, Cocok buat Spot Foto
",Netral
"
Pengusaha Respons soal Barang Pekerja Migran yang Tertahan di Gudang
",Netral
"
Cocok buat Lebaran, Ada ATM Khusus Pecahan Kecil di Sini
",Netral
"
Warga Berburu Perhiasan Emas untuk Dipakai Lebaran
",Positif
"
Ternyata Segini Gaji Buat Hidup Layak di Jakarta
",Netral
"
Penting! Ini Tips Aman Mudik Lewat Jalur Contraflow
",Netral
"
Kala Babe Cabita Kasih Masukan Langsung soal Pajak ke Sri Mulyani
",Netral
"
Mau Bagi-bagi Angpau? Jangan Pake Duit Ini Ya, Udah Nggak Laku!
",Negatif
"
Masjid Sheikh Zayed Solo Garapan Waskita Tampung 15 Ribu Jemaah Salat Id
",Netral
"
Pedagang Kulit Ketupat Kewalahan Layani Pesanan yang Membludak
",Positif
"
Daftar Jalan Tol dengan Pemandangan Indah di Indonesia, Ada Gunung Merbabu
",Netral
"
Besok Lebaran, Berapa Besar Sebaiknya Memberikan Angpau?
",Netral
"
Perjalanan Mudik Makin Tenang Ada Sabrina dan BRImo
",Positif
"
Resmi! Kemenperin Batasi Impor AC, Mesin Cuci, Hingga Laptop
",Negatif
"
1.299 Unit SPKLU PLN di Jalur Mudik Siaga Layani Pengguna Mobil Listrik
",Netral
"
Ini Risiko Tak Daftarkan NIK Jadi NPWP di Tahun Ini
",Negatif
"
Berapa Lama Utang Pinjol Hangus dengan Sendirinya?
",Negatif
"
Besok Lebaran, Harga Emas Cetak Rekor Termahal!
",Negatif
"
Beda dengan Tahun Lalu, Pemudik Kini Lebih Banyak Jalan Malam Hari
",Netral
"
Dari Mana Asal-usul Munculnya Tradisi Bagi-bagi Uang Saat Lebaran?
",Netral
"
Asisten Virtual BRI Sabrina Siap Temani Nasabah Selama Masa Lebaran
",Netral
"
Cara Mengaktifkan IKD, Fotokopi KTP Tak Berlaku Lagi Tahun Ini
",Negatif
"
Siapa yang Punya SCBD? Ini Orangnya
",Netral
"
30 Ucapan Selamat Lebaran Idul Fitri untuk Atasan dan Rekan Bisnis
",Netral
"
Kios Oleh-oleh Khas Cikampek Raup Cuan di Musim Mudik
",Positif
"
Bisa buat Lebaran, Begini Cara Mencairkan Saldo BPJS Ketenagakerjaan Resign
",Netral
"
Kabar Terbaru Rencana Jokowi yang Ingin RI Kuasai 61% Saham Freeport
",Positif
"
Mal Pelayanan Denpasar Tetap Buka 8-9 April 2024
",Netral
"
Kenalan dengan Orang Terkaya Paling Muda di RI, Hartanya Tembus 33 T!
",Positif
"
Butuh Duit Segini kalau Mau Buka Alfamart Sendiri, Termasuk Syaratnya
",Netral
"
Ternyata Ini Pemilik Biskuit Khong Guan yang Selalu Ada Saat Lebaran
",Netral
"
Deretan Masalah Pesawat Boeing: Pintu Copot di Udara-Penutup Mesin Lepas
",Negatif
"
Padat Banget! Begini Suasana Pemudik di Kapal Antarpulau Ternate
",Netral
"
Jelang Lebaran, Warga Pakistan Mulai Berburu Perhiasan
",Netral
"
Harta Kekayaan Jack Ma Kalah Sama 3 Orang Indonesia Ini
",Negatif
"
9 Orang Kaya Pemilik Mal Mewah dan Terkenal di Jakarta
",Netral
"
Ini Nih Biang Kerok Kemacetan 'Horor' di Jalan Tol ke Merak
",Negatif
"
Singgung Sektor Tekstil Berat, Bos Kadin Minta Pengusaha Terbuka soal THR
",Negatif
"
Begini Potret di India Saat Menyambut Idul Fitri 1445 H
",Netral
"
Zulhas Bantah Harga Daging Sapi Naik, Masih Rp 130-140 Ribu/Kg
",Netral
"
Impor Televisi, AC hingga Kulkas Dibatasi, Zulhas: Kalau Dilarang WTO Marah
",Negatif
"
Jokowi Sebut Negosiasi Tambah Saham di Freeport Alot, Bahlil Turun Tangan
",Negatif
"
Suasana Mudik Idul Fitri Penuh Sesak di Bangladesh
",Netral
"
Ada Diskon Tarif Arus Balik 20%! Cek Daftar Tol dan Tanggalnya di Sini
",Positif
"
Pembangkit Listrik Tenaga Air di Italia Meledak
",Negatif
"
Cerita Zulhas Minta Maaf ke Jokowi di Istana
",Netral
"
796.000 Agen BRILink Siap Layani Kebutuhan Nasabah Selama Libur Lebaran
",Positif
"
Momen Akrab Sri Mulyani Silaturahmi Lebaran dengan Jokowi dan Megawati
",Netral
"
Bahlil Minta Freeport Bantu Bangun Smelter di Papua
",Netral
"
Kata Zulhas soal Tomat Mahal: Kalau Harga Murah Sekali Orang Malas Tanam
",Negatif
"
Bahlil Wanti-wanti Induk Freeport Indonesia Harus Setuju RI Tambah Porsi Saham
",Negatif
"
Zulhas Bicara Harga Pangan: Kalau Murah Saya Nggak Senang Sebetulnya
",Negatif
"
Bahlil Teken Izin Usaha Vale Jika Syarat Ini Terpenuhi
",Netral
"
Tahap Awal, Smelter Freeport Produksi 850 Ribu Ton Konsentrat Tembaga
",Positif
"
Ucapkan Maaf Lahir Batin, Zulhas: Persaingan Selesai, Rakyat Sudah Tentukan Pilihan
",Netral
"
Maruarar Buka Suara soal Masuk Daftar Calon Menteri Kabinet Prabowo-Gibran
",Netral
"
Tiga Tol Terpanjang di Jawa, Siapa Tahu Sempat Dilewati Saat Mudik
",Netral
"
Bahlil Ungkap Gelar Open House Gara-gara Jokowi
",Netral
"
Kisah Bisnis Biskuit Khong Guan, Camilan yang Biasanya Ada Saat Lebaran
",Netral
"
Smelter Freeport Rampung Mei, tapi Mulai Produksi Agustus
",Netral
"
AS Jual Peralatan Canggih Rp 2 T buat Ukraina Sikat Rusia, Begini Cara Bayarnya
",Negatif
"
Bos Freeport Buka Suara soal Negosiasi Saham yang Jokowi Sebut Alot Banget
",Netral
"
China Diam-diam Lagi Nimbun Emas Nih, Ada Apa Ya?
",Netral
"
Jokowi Turun Lagi ke IKN Usai Lebaran
",Netral
"
Rencana Menteri Basuki Bareng Istri Pindah ke IKN Juli
",Netral
"
Cerita Menteri Jokowi Menangis Saat Lihat Mudik Lebaran
",Netral
"
Perbaikan Tol Bocimi Dikebut, H+1 Lebaran 1 Lajur Dibuka
",Positif
"
Rencana Basuki di Hari Lebaran: Ziarah ke Makam Eks Menteri PUPR-Makan Pempek
",Netral
"
Pengeluaran Membengkak Sebelum Lebaran? Cek Catatan Transaksinya di BRImo
",Netral
"
Ini Dia 3 Orang Indonesia yang Lebih Kaya dari Jack Ma
",Positif
"
Jangan Bagi-bagi Angpau Pake Duit Ini, Nggak Laku Lagi!
",Negatif
"
Sambut Lebaran, Nelayan di Aceh Libur Melaut
",Netral
"
Impor Televisi, AC, Kulkas, hingga Laptop Dibatasi! Ternyata Ini Alasannya
",Negatif
"
Contoh Ucapan Selamat Idul Fitri 1445 H buat Bos-Rekan Bisnis, Langsung WA
",Netral
"
Nggak Nyangka! Ada 10 Tol Unik di RI, Punya Terowongan Gajah-Bisa Nyanyi
",Netral
"
Meningkatnya Permintaan Telur Ayam untuk Lebaran
",Positif
"
Terlibat Korupsi Rp 200 T, Pengusaha Vietnam Ini Divonis Hukuman Mati!
",Negatif
"
Kunjungan Naik hingga 300%, Ini Rest Area Terfavorit Selama Mudik
",Positif
"
Pengusaha Wanti-wanti Prabowo Disiplin Kelola APBN Tahun Depan
",Negatif
"
Alasan di Balik Impor Televisi, Kulkas, hingga Laptop Diperketat
",Negatif
"
Ditanya Menteri Keuangan Kabinet Baru, Prabowo: Masih Lama!
",Netral
"
Jadi Lokasi Favorit Kerja, SCBD Siapa yang Punya?
",Netral
"
Pengusaha Waswas Barang Impor Serbu RI
",Negatif
"
Arus Balik Segera Dimulai, Perhatikan Ini Agar Aman Lewati Contraflow
",Netral
"
1,87 Juta Kendaraan Diproyeksi Serbu Jabotabek Saat Arus Balik
",Negatif
"
Pengusaha Kelas Kakap hingga Tokoh Sambangi Open House Airlangga
",Netral
"
Menhub Minta Pemudik Balik Lebih Awal dan Hindari Travel Gelap
",Netral
"
Tol Semarang-Jakarta Diskon 20% Saat Arus Balik, Tarifnya Jadi Segini
",Positif
"
Sopir Bus Rosalia Indah Diduga Ngantuk, Menhub: Tak Boleh Nyetir Lebih dari 8 Jam!
",Negatif
"
Libur Lebaran, Warga Langsung Serbu Kereta Cepat
",Positif
"
Kecelakaan Maut di Tol Batang, PO Bus Rosalia di Ambang Sanksi
",Negatif
"
Pascalongsor, Tol Bocimi Dibuka Fungsional
",Netral
"
Menhub Ungkap Analisis Penyebab Kecelakaan Maut Bus Rosalia Indah
",Netral
"
Segini Besaran Subsidi Elpiji 3 Kg yang Sempat Dipakai Prilly
",Negatif
"
Inggris Cetak 4 Uang Baru Dengan Wajah Raja Charles Tanpa Mahkota!
",Netral
"
Canggih! Perusahaan Tambang Ini Pakai AI Temukan Berlian
",Positif
"
Jasa Raharja Jamin Seluruh Korban Kecelakaan Maut Bus Rosalia Indah
",Netral
"
Menhub Kembali Blusukan ke Tol Jakarta-Cikampek, Ada Apa?
",Netral
"
Kereta Cepat Whoosh Full Saat Libur Lebaran, Ingat Aturan Bagasinya!
",Netral
"
Konsumsi BBM Pertamina Capai Puncak, Pertamax hingga LPG 3 Kg Laris Manis
",Positif
"
Arus Keluar Masih Tinggi, 1,5 Juta Kendaraan Tinggalkan Jabotabek
",Negatif
"
Jadwal Operasional Ekspedisi J&T dan JNE saat Lebaran 2024
",Netral
"
Jack Ma Muncul Lagi ke Publik, Saham Alibaba Langsung Melejit
",Positif
"
Terungkap! Sosok di Balik Gambar Keluarga Ikonik di Kaleng Khong Guan
",Netral
"
3 Orang RI Ini Punya Harta Lebih Banyak dari Jack Ma
",Negatif
"
Heboh Prilly Pakai Tabung Gas 3 Kg, Ini Aturan Penggunaannya
",Netral
"
Tol Bocimi Ruas Cigombong-Cibadak Dibuka Jam 12 Siang Ini
",Netral
"
Fitch Pangkas Prospek Surat Utang China Jadi Negatif, Ada Apa?
",Negatif
"
Kronologi Ibu Melahirkan di KA Sembrani saat Mudik Lebaran
",Netral
"
Jasa Perahu Motor Tujuan Tidore Meningkat Saat Lebaran
",Positif
"
Harga Emas Lagi Cetak Rekor, Begini Cara Cek Untungnya
",Positif
"
Ini Negara Motor Pertumbuhan Ekonomi Asia 2024, Ada Indonesia?
",Netral
"
Dapat Angpau Isinya Uang Langka Ini? Bisa Ditukar di Sini
",Positif
"
Masih Butuh Uang Receh Buat Lebaran? Bisa Ditukar di ATM Khusus Ini
",Netral
"
THR Nggak Bikin Kantong Aman Saat Lebaran? Awas 'Penyakit' Turunan Ini
",Negatif
"
Harap Bersabar, Smelter Anyar Freeport Baru Bisa Produksi Agustus
",Netral
"
Zulhas Ogah Harga Pangan Dijual Kelewat Murah, Ini Alasannya
",Negatif
"
Reaksi Bos Freeport Soal Negosiasi Saham yang Jokowi Sebut Alot
",Netral
"
Arus Balik Diskon 20% Lewat Tol, Catat Nih Ruas dan Waktunya!
",Netral
"
Harga Minyak Mentah Mulai Naik Kala Timur Tengah Bergejolak
",Negatif
"
Mengintip Suasana Mal di Jakarta Saat Libur Lebaran
",Netral
"
Angkasa Pura Layani 4,1 Juta Penumpang Pesawat Selama Musim Mudik
",Positif
"
Potret Arus Balik di Pelabuhan Bakauheni Lampung Mulai Ramai
",Netral
"
Cek! Daftar Lengkap Harga BBM di Semua SPBU
",Netral.
"
Musim Mudik Lebaran, Konsumsi Pertamax Turbo Naik 104%!
",Positif
"
Mainan Asal China Masih Banjiri Pasar Gembrong, Pedagang Bilang Gini
",Negatif
"
Hidangan Mewah dengan Baking Dish Diskon di Transmart Full Day Sale
",Netral
"
Bank Daerah Geber Layanan Berbasis Digital
",Positif
"
Ramai-ramai Naik MRT Jakarta Saat Libur Lebaran
",Netral.
"
Belajar Lebih Nyaman dengan Meja Belajar Baru Belinya di Transmart Full Day Sale!
",Netral
"
Potret Ratu Properti yang Dihukum Mati Atas Korupsi Rp 200 Triliun
",Negatif
"
Ada Air Masuk ke Dalam Kereta Whoosh, KCIC Minta Maaf
",Negatif
"
Kotak Bekal dan Tempat Minum Diskon Gede di Transmart Full Day Sale
",Positif
"
Kondisi Terkini Pasar Gembrong di Tengah Gempuran Toko Mainan Online
",Netral
"
Banjir Diskon! Beli Kulkas di Transmart Full Day Sale Hemat sampai Rp 3,4 Juta
",Positif
"
Beli AC di Transmart Full Day Sale Murah Banget, Diskon Bisa sampai Rp 1,3 Juta
",Positif
"
Rezeki Nomplok Lebaran, Pedagang Pasar Gembrong Bisa Kantongi Rp 20 Juta/Hari!
",Positif
"
Pedagang Mainan di Pasar Gembrong Makin Cuan Saat Lebaran
",Positif
"
Cari UHD Smart TV? di Transmart Full Day Sale Ada Diskon hingga Rp 4 Juta!
",Positif
"
Begini Kesiapan Pembangkit Listrik EBT PLN Selama Libur Lebaran
",Netral
"
Cari Sepeda Listrik Kece? ke Transmart Full Day Sale Aja, Ada Diskon Rp 2,7 Juta!
",Positif
"
Mau Naik Whoosh? Jangan Bawa Barang-barang Ini Ya!
",Netral
"
Libur Lebaran, Transmart Full Day Sale Hadir Lagi Sabtu-Minggu, Diskon Melimpah!
",Positif
"
Palang Pintu Perlintasan Kereta Bukan Tanggung Jawab KAI, Begini Aturannya
",Netral
"
Libur Lebaran, Penyaluran Insentif Prakerja Ditiadakan Sampai 16 April
",Negatif
"
Pasar Tanah Abang Blok A Ditutup, Ini Penyebabnya
",Negatif
"
Pengunjung Candi Prambanan Hampir 15.000 di Libur Lebaran
",Netral
"
Segini Harga Sepatu Adidas Samba yang Bikin PM Inggris Rishi Sunak Dihujat
",Negatif
"
BUMN Pangan Pastikan Stok Gula-Migor Aman Selama Libur Lebaran
",Positif
"
Simak! Tol Jogja-Solo Beroperasi Gratis buat Arus Balik, Ini Jadwalnya
",Netral
"
Penumpang Whoosh di Hari Lebaran Tembus 26 Ribu, Paling Banyak Usai Shalat Ied
",Positif
"
Begini Kondisi Angkutan Penyeberangan Libur Lebaran di Muara Angke
",Netral
"
Profil Rosalia Indah yang Busnya Kecelakaan di Tol Batang
",Netral
"
Kerja 20 Menit Sehari, Mantan Guru Bimbel Ini Raup Cuan Rp 612 Juta Per Bulan!
",Positif
"
Jaga Silaturahmi Secara Online, Top Up Paket Data Pakai BRImo
",Netral
"
Waspada Soceng! Ini Tips Transaksi Aman di Momen Lebaran dari BRI
",Netral
"
Gila! Harga Emas Makin Melejit, Sudah Tembus Rp 1.324.000/Gram
",Positif
"
Kecelakaan Maut Bus Rosalia Indah di Tol Batang, Manajemen Buka Suara
",Negatif
"
RI Sampaikan Pengembangan Ekosistem Logistik di Pertemuan Internasional
",Netral
"
Ketakutan Pengusaha hingga Pesan buat Presiden Baru soal Ekonomi RI
",Negatif
"
Pengusaha Wanti-Wanti Prabowo-Gibran Jaga Defisit APBN Tahun Depan
",Negatif
"
Segini Tarif Tol Semarang-Jakarta Setelah Didiskon 20%
",Netral
"
Serba-serbi Gas Melon yang Terciduk Dipakai Prilly
",Netral
"
Gunung di Antartika Tak Cuma Muntahkan Debu Panas, tapi Bercampur Emas 80 Gram
",Netral
"
Senangnya Pengunjung Transmart Full Day Sale, Beli TV 55 Inch Diskon Rp 2 Jutaan
",Positif
"
Suasana Arus Balik di Pelabuhan Bakauheni Lampung
",Netral
"
Serbu Miniso Pink Transmart, Pembeli Senang Barang Lengkap-Gerainya Luas
",Positif
"
Pembeli Senang! Beli 2 Speaker di Transmart Full Day Sale Hemat Rp 2,4 Jutaan
",Positif
"
Dolar AS Makin Perkasa, di Data Google Tembus Rp 16.100
",Negatif
"
Bocoran Proyek Kereta Cepat Pertama di AS, Pakai Shinkansen Jepang
",Positif
"
California AS Bangun Pabrik Baterai Terbesar di Dunia, Begini Progresnya
",Positif
"
Malam Minggu, Pengunjung Transmart Serbu Produk Elektronik
",Positif
"
Suasana Arus Balik Mulai Terlihat di Stasiun Pasar Senen
",Netral
"
Jepang & Amerika Makin Mesra, Kompak Awasi Ketat China dan Rusia
",Negatif
"
India Gacor Banget! Sumbang 200 Orang di Daftar Manusia Terkaya Sejagat
",Positif
"
Tol Bocimi Dibuka Fungsional untuk Arus Balik Lebaran
",Netral
"
Ada Transmart Full Day Sale, Pelanggan Puas Belanja Lebih Hemat dan Lengkap!
",Positif
"
3 Juta Tiket Kereta Momen Lebaran Ludes! Rute Ini yang Paling Dicari
",Negatif
"
Berapa Sih Duit yang Harus Disiapkan buat Nonton Coachella?
",Netral
"
Banyak Produk Lucu yang Bikin Belanja di Miniso Transmart Ketagihan!
",Positif
"
Isi Saldo e-Toll Rp 500.000-Rp 1.000.000 Biar Balik ke Jakarta Via Tol Lancar
",Netral
"
ASN Kriteria Ini Nggak Dapat WFH 16-17 April, Wajib Ngantor!
",Negatif
"
ASN Jangan Cihuy Dulu Nih Dapat Izin WFH 16-17 April! Hanya Boleh 50%
",Negatif
"
Bandara Soetta Diprediksi Layani 190 Ribu Orang Saat Puncak Arus Balik
",Positif
"
Lebih Lengkap dan Variatif, Gerai Miniso Pink Transmart Kokas Banjir Diskon!
",Positif
"
Kriteria ASN yang Diizinkan WFH 16-17 April
",Netral
"
Belanja di Transmart Full Day Sale, 1 Set Meja Makan Diskon hingga Rp 700 Ribuan
",Positif
"
Perbaikan Rel Usai Insiden KRL ke Kampung Bandan Anjlok
",Netral
"
Segera Daftarkan NIK Jadi NPWP, Kalau Nggak Ini Risikonya
",Negatif
"
Pengumuman! ASN Diizinkan WFH 16-17 April, Ini Aturannya
",Netral
"
Muncul Usulan WFH demi Cegah Kepadatan Arus Balik, Pengusaha Langsung Buka Suara
",Negatif
"
Tarif Tol Semarang ke Jakarta Setelah Dapat Diskon Arus Balik
",Netral
"
5 Jurus Tapping di Gerbang Tol, Kamu Nomor Berapa?
",Netral
"
Ini 3 Negara Paling Juara Kirim Barang ke RI
",Netral
"
Pengakuan Menteri Jokowi Nangis Lihat Masyarakat Mudik Lebaran
",Netral.
"
Serbu! Transmart Full Day Sale Obral Aneka Bakso Seafood Hari Ini
",Positif
"
Bikin Pengusaha Gelisah, Impor RI Paling Banyak Barang Apa Sih?
",Negatif
"
Mengulik Standar Gaji buat Hidup Layak di Jakarta
",Netral
"
Kemeja Pria Obral Gede-gedean, Cuma di Transmart Full Day Sale Hari Ini!
",Positif
"
Viral Video Sri Mulyani Bicara Utang Negara di Sidang MK, Kemenkeu Pastikan Hoax!
",Negatif
"
Wujud Uang Baru Inggris dengan Wajah Raja Charles
",Netral
"
Cara Buka Gerai Alfamart dan Indomaret Termasuk Biayanya
",Netral
"
Apa Iya Utang Pinjol Bisa Hangus Sendiri?
",Negatif
"
Kisah Sukses UMKM Binaan BRI, Raup Omzet Puluhan Juta dari Makanan Sehat
",Positif
"
Suasana Arus Balik di Tol Fungsional Solo-Yogyakarta
",Netral.
"
Balada Negosiasi Saham Freeport yang Jokowi Sebut Alot
",Negatif
"
Panas Iran Vs Israel Bikin Waswas! Maskapai Ini Terpaksa Setop Satu Rute
",Negatif
"
Gokil! Perusahaan Tambang di Afrika Ini Pakai AI Cari Berlian
",Netral
