Judul Berita,Label
"
Ratusan Warga Ikut Mudik Gratis dengan Kereta Api di Palembang
",Netral
"
1,2 Juta Kendaraan Tinggalkan Jabotabek Hingga H-2 Lebaran
",Netral
"
Ini Jadwal Operasional Terakhir KRL di Malam Takbiran
",Netral
"
Sebanyak 416 Ribu Pemudik Tinggalkan Jakarta Naik Kereta
",Netral
"
H-1 Lebaran Harga Daging Sapi hingga Cabai Makin Mahal!
",Negatif
"
Pedagang Kembang Api Diserbu Pembeli Jelang Malam Takbiran
",Positif
"
Merasakan Masalah Keuangan Ini Saat Lebaran? Berarti Kamu Sandwich Generation
",Negatif
"
Jangan Kaget kalau Mudik Lewat Sini, Jalan Tolnya Bisa 'Nyanyi'!
",Netral
"
Begini Nih Nasib Tukang Cukur Pas Mau Lebaran
",Netral
"
5 Rest Area Instagramable di Tol Trans Jawa, Cocok buat Spot Foto
",Netral
"
Pengusaha Respons soal Barang Pekerja Migran yang Tertahan di Gudang
",Netral
"
Cocok buat Lebaran, Ada ATM Khusus Pecahan Kecil di Sini
",Netral
"
Warga Berburu Perhiasan Emas untuk Dipakai Lebaran
",Positif
"
Ternyata Segini Gaji Buat Hidup Layak di Jakarta
",Netral
"
Penting! Ini Tips Aman Mudik Lewat Jalur Contraflow
",Netral
"
Kala Babe Cabita Kasih Masukan Langsung soal Pajak ke Sri Mulyani
",Netral
"
Mau Bagi-bagi Angpau? Jangan Pake Duit Ini Ya, Udah Nggak Laku!
",Negatif
"
Masjid Sheikh Zayed Solo Garapan Waskita Tampung 15 Ribu Jemaah Salat Id
",Netral
"
Pedagang Kulit Ketupat Kewalahan Layani Pesanan yang Membludak
",Positif
"
Daftar Jalan Tol dengan Pemandangan Indah di Indonesia, Ada Gunung Merbabu
",Netral
"
Besok Lebaran, Berapa Besar Sebaiknya Memberikan Angpau?
",Netral
"
Perjalanan Mudik Makin Tenang Ada Sabrina dan BRImo
",Positif
"
Resmi! Kemenperin Batasi Impor AC, Mesin Cuci, Hingga Laptop
",Negatif
"
1.299 Unit SPKLU PLN di Jalur Mudik Siaga Layani Pengguna Mobil Listrik
",Netral
"
Ini Risiko Tak Daftarkan NIK Jadi NPWP di Tahun Ini
",Negatif
"
Berapa Lama Utang Pinjol Hangus dengan Sendirinya?
",Negatif
"
Besok Lebaran, Harga Emas Cetak Rekor Termahal!
",Negatif
"
Beda dengan Tahun Lalu, Pemudik Kini Lebih Banyak Jalan Malam Hari
",Netral
"
Dari Mana Asal-usul Munculnya Tradisi Bagi-bagi Uang Saat Lebaran?
",Netral
"
Asisten Virtual BRI Sabrina Siap Temani Nasabah Selama Masa Lebaran
",Netral
"
Cara Mengaktifkan IKD, Fotokopi KTP Tak Berlaku Lagi Tahun Ini
",Negatif
"
Siapa yang Punya SCBD? Ini Orangnya
",Netral
"
30 Ucapan Selamat Lebaran Idul Fitri untuk Atasan dan Rekan Bisnis
",Netral
"
Kios Oleh-oleh Khas Cikampek Raup Cuan di Musim Mudik
",Positif
"
Bisa buat Lebaran, Begini Cara Mencairkan Saldo BPJS Ketenagakerjaan Resign
",Netral
